resource_id,standard_code,matched_status,page,needs_review,review_reason,confidence,grounded,evidence,rationale,standard_raw_text,judge_model,prompt_version,escalated,coverage_pass,grounding_note,input_scope_caveat
G1M2U3L5,1.F.H.2.a,full,389,False,,high,True,Tell students that at their workspace they will find the 'What the Moon Sees' verse planners from Lesson 4 and pencils. Dismiss students to their workspace and invite them to complete the planner.,"Students perform basic transcription skills to write letters, words, and sentences in Work Time A-B. Students write on the verse planner ('invite them to complete the planner') and write verse 3 independently ('Tell students that now they will write their own version of verse 3 and the closing independently'). The feedback 'you were able to take your idea that the moon saw a howling wolf and turn it into a complete sentence' confirms students write complete sentences.",Perform basic transcription skills.,claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,evidence quote found in lesson raw text,
G1M2U3L5,1.P.AC.3.a,full,389,False,,high,True,"Say: 'As I read the poem today, I want you to look and listen for the parts that make this poem high quality. When you hear or see something, quietly put a thumb out in front of your chest.'","Students explore and create texts applying knowledge of how features impact quality. In Opening A, students explore the poem by looking and listening for 'the parts that make this poem high quality' and discuss what they noticed. In Work Time A-B, students create a poem verse by applying knowledge of features—referring to model verses 1 and 2, using the Adjectives anchor chart and Word Wall to select descriptive words that enhance the poem's quality and achieve its purpose.","Explore and create texts in various modes and genres, developing and applying knowledge of how specific features impact meaning, tone, style, purpose, and audience. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,evidence quote found in lesson raw text,
G1M2U3L5,1.P.EICC.2.a,partial,389,False,,high,True,'What is something you saw or heard in the poem that let you know the poem is high quality?',"The Construction (C) clause is met: students independently write their own version of verse 3 of the narrative poem ""What the Moon Sees,"" constructing a text that shares an imagined experience (""Tell students that now they will write their own version of verse 3 and the closing independently""). The Interpretation (I) clause is only partially met: students do interpret the poem, but the interpretive task focuses on identifying high-quality writing craft (""What is something you saw or heard in the poem that let you know the poem is high quality?"") rather than on engaging with the real or imagined experiences/story content of the poem. The lesson's interpretive work is oriented toward craft analysis for a writing model, not toward sharing or engaging with the experiences told in the story.",Share real or imagined experiences by interpreting and constructing texts that tell or include stories. (I/C),claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,
G1M2U3L5,1.L.V.1.a,full,389,False,,high,True,"As students write, circulate and provide guidance by referring students to look at verses 1 and 2, the Time of Night anchor chart, the Adjectives anchor chart, the Sun, Moon, and Stars Word Wall, etc.","Students acquire and apply vocabulary through grade-level texts and content in Work Time A-B. Students acquire vocabulary from the grade-level poem 'What the Moon Sees' (read aloud in Opening A) and from the Adjectives anchor chart and Sun, Moon, and Stars Word Wall. Students apply this vocabulary when writing their own version of verse 3 ('Tell students that now they will write their own version of verse 3 and the closing independently'), using the acquired words in the appropriate context of a narrative poem.","Acquire and apply general, academic, and specialized vocabulary words and phrases through grade-level texts and content. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,evidence quote found in lesson raw text,
G1M2U3L5,1.F.H.2.b,none,,False,,high,True,,alignment=none,Build handwriting fluency by forming accurate letters and words with increasing speed.,claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,
G1M2U3L5,1.P.ST.2.c,partial,389,False,,high,True,What is something you saw or heard in the poem that let you know the poem is high quality?,"Three of four clauses are partially met. Students analyze a model poem for high-quality writing (""What is something you saw or heard in the poem that let you know the poem is high quality?"") and apply those observations when independently writing verse 3 and giving peer feedback (""I heard you give very kind, helpful, and specific feedback to Jin when you said that you think he should include another adjective to describe the moon""). These activities touch on identifying impactful craft and choosing effective words, but the lesson never explicitly frames the work in terms of how authors consider context and audience to make those decisions — the connection to audience/context awareness is implicit rather than instructional. The text-design clause (accessibility for audience) is entirely absent from the lesson.","Draw from knowledge of how authors consider context and audience to determine which information and ideas to highlight, which text design is most accessible, which word choices and language structures are most effective, and which craft techniques are most impactful. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,
G1M2U3L5,1.P.AC.3.d,partial,389,False,,high,True,"Say: 'As I read the poem today, I want you to look and listen for the parts that make this poem high quality. When you hear or see something, quietly put a thumb out in front of your chest.'","Students consume a multimodal text (the displayed and read-aloud poem ""What the Moon Sees"") and actively look/listen for high-quality craft elements: ""I want you to look and listen for the parts that make this poem high quality. When you hear or see something, quietly put a thumb out in front of your chest."" Students also produce their own verse 3 independently (""now they will write their own version of verse 3 and the closing independently"") and engage in peer critique, demonstrating some craft awareness. However, both the consumption and production are limited to a single genre (narrative poetry) with minimal integration of a variety of genres, text features, or multimodal craft techniques aimed at influencing a target audience. The ""integrating a variety of genres, text features, and craft techniques"" component is only partially addressed on both the consume and produce sides.","Consume and produce multimodal texts, integrating a variety of genres, text features, and craft techniques to influence target audiences and achieve specific purposes. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,
G1M2U3L5,1.T.C.1.c,full,390,False,,high,True,Tell students that now they will write their own version of verse 3 and the closing independently on the 'What the Moon Sees' poem verse 3. ... Answer clarifying questions and invite students to begin writing.,"The standard requires students to create texts in a teacher-selected mode; the parenthetical list (print, digital, auditory, visual) is illustrative, and satisfying any one mode suffices. In Work Time B, students independently write their own version of verse 3 and the closing of the ""What the Moon Sees"" poem in print mode — a mode selected by the teacher (""Tell students that now they will write their own version of verse 3 and the closing independently on the 'What the Moon Sees' poem verse 3""). The student act is clearly construction (C): students plan with a partner and then compose original verse lines and a closing sentence in writing. The clause is fully met.","Create texts in teacher-selected modes (e.g., print, digital, auditory, and/or visual). (C)",claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,
G1M2U3L5,1.P.EICC.4.f,partial,391,False,,high,True,Guide students through the protocol using their 'What the Moon Sees' poem verse 3. Circulate and listen in as students receive and give feedback on each other's writing.,"The lesson includes a structured peer feedback activity (Pinky Partners protocol) in which students give and receive feedback on their Verse 3 writing, partially addressing the ""feedback from others"" clause. The student-directed moment is: ""Guide students through the protocol using their 'What the Moon Sees' poem verse 3. Circulate and listen in as students receive and give feedback on each other's writing."" However, the lesson never directs students to evaluate their own text's effectiveness through self-review, nor does it ask students to determine whether their text matches its purpose and goals for writing. Students receive feedback but are not shown using it to make an evaluative judgment about their text's effectiveness. The self-review clause and the purpose-matching clause are unmet.","Evaluate the text’s effectiveness based on self-review or feedback from others, determining whether the text matches the purpose and goals for writing. (C)",claude-opus-4-6,align_judge.assembled.v1,True,True,evidence quote found in lesson raw text,
G1M2U3L5,1.P.CP.1.c,full,389,False,,high,True,Invite students to turn and talk with their partner: 'What do you want to write in verse 3? Why?' (Answers will vary.),"Students contribute ideas, listen to others, and provide feedback throughout the lesson. In Work Time A, students contribute ideas in partner discussions ('What do you want to write in verse 3? Why?') and listen to each other ('remind them to show respect for one another's ideas by listening intently and taking turns to speak'). In Work Time C, students provide feedback using the Pinky Partners protocol ('Tell students they are going to use the Pinky Partners protocol to provide feedback on their partners' writing').","Contribute to discussions and shared projects by offering ideas, listening to the ideas of others, and providing feedback. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,True,evidence quote found in lesson raw text,
G1M2U3L5,1.P.CP.2.a,full,389,False,,high,True,Select two to three students to share out the aspects of high-quality work they noticed.,"Students communicate clearly to present ideas, information, and texts throughout the lesson. In Opening A, students share observations about high-quality writing ('Select two to three students to share out the aspects of high-quality work they noticed') and discuss with partners ('What is something you saw or heard in the poem that let you know the poem is high quality?'). In Work Time C, students present feedback in an organized manner using sentence starters ('remind them to be kind, specific, and helpful and to use the sentence starters'). In Closing A, students share reflections on the feedback process.","Communicate clearly to present ideas, information, and texts. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,True,evidence quote found in lesson raw text,
