resource_id,standard_code,matched_status,page,needs_review,review_reason,confidence,grounded,evidence,rationale,standard_raw_text,judge_model,prompt_version,escalated,coverage_pass,grounding_note,input_scope_caveat
G1M2U1L6,1.P.CP.2.d,none,,False,,low,False,'What time of day do you think the end of the story takes place?' (at the end of the day); 'What does it mean when the sun is setting?' (The sun is going down.); 'Where is the sun at sunset?' (The sun is starting to disappear in the sky.); 'What does the boy experience when the sun is setting?' (The boy is reading a book with his dad and getting ready for bed.),"The answer clause is met: students answer numerous teacher-posed questions throughout the lesson via turn-and-talk and Think-Pair-Share protocols, e.g., ""'What time of day do you think the end of the story takes place?' (at the end of the day)"" and ""'What does the boy experience when the sun is setting?' (The boy is reading a book with his dad and getting ready for bed.)."" However, the ask clause is not met: at no point in the lesson are students directed to generate or pose their own questions. All questions originate from the teacher; students only respond. Because the standard requires both asking AND answering, the alignment is partial. [REJECTED: evidence missing or not found in lesson raw text]",Engage in dialogue with audiences by asking and answering questions. (I/C),claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote NOT found in lesson raw text (possible fabrication),scored on provided lesson text; likely understated pending the Read-aloud Guides.
G1M2U1L6,1.P.ST.1.a,partial,99,False,,high,True,"Think back to what the boy and sun were doing at the beginning and middle of the story. With your partner, discuss why you think the sun will be at one corner of the page at the end of the story. What have you learned from the story so far that makes you think this might be the case?","The lesson partially meets 1.P.ST.1.a. For the prior-knowledge clause, students are directed to ""Think back to what the boy and sun were doing at the beginning and middle of the story … What have you learned from the story so far that makes you think this might be the case?"" — activating prior knowledge to reason about context, though scoped narrowly to story-internal knowledge rather than broader contextual components. For the discussion clause, students discuss with partners (""Discuss with a partner what the boy and sun are doing using the frame: In the end, the boy is _____. The sun is _____.""), but these discussions center on retelling events rather than explicitly identifying key contextual components. The formal/informal research clause is not met — no research activity appears in the lesson.","Use prior knowledge, formal or informal research, and discussions with others to identify the key components of context that are most relevant. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,
G1M2U1L6,1.T.T.2.b,none,,False,,high,True,,alignment=none,"Describe the connection between two individuals, events, ideas, or pieces of information in a text. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,
G1M2U1L6,1.T.T.1.a,partial,99,False,,high,True,"Discuss with a partner what the boy and sun are doing using the frame: In the end, the boy is _____. The sun is _____.","The standard requires students to identify four story-crafting techniques: characters, setting, major events, and dialogue. Characters: students identify and discuss the boy and the sun as characters (""Discuss with a partner what the boy and sun are doing using the frame: In the end, the boy is _____. The sun is _____.""). Major events: students act out ending events via the Role-Play protocol for pages 21–26 and complete a response sheet writing/drawing about ending events (""At the end …""). Setting is only partially addressed — students answer time/place questions (""Where is the sun at sunset?"") but the teacher supplies most of the explicit setting identification, and the lesson never frames setting as a story technique for students to identify. Dialogue is not addressed: no activity asks students to identify or discuss dialogue as a technique used in the story. Because two clauses are met, one is partially met, and one is not met, the alignment is partial.","Identify techniques used to craft stories, including characters, setting, major events, and dialogue. (I)",claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,scored on provided lesson text; likely understated pending the Read-aloud Guides.
G1M2U1L6,1.T.T.1.c,none,,False,,high,True,,alignment=none,"Describe traits of the main characters and explain how their words and actions support the central message, lesson, or moral of the story. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,scored on provided lesson text; likely understated pending the Read-aloud Guides.
G1M2U1L6,1.T.T.1.e,none,,False,,high,True,,alignment=none,"Use knowledge of narrative techniques (e.g., characters, settings, events) to create texts that share real or imagined experiences and events with a sense of closure. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,
G1M2U1L6,1.T.T.2.a,none,,False,,high,True,,alignment=none,"Identify techniques used to craft expository texts, including main topic and supporting details. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,
G1M2U1L6,1.T.RA.2.a,partial,99,False,,high,True,"'Think back to what the boy and sun were doing at the beginning and middle of the story. With your partner, discuss why you think the sun will be at one corner of the page at the end of the story. What have you learned from the story so far that makes you think this might be the case?'","The standard requires students to refer to parts of texts when supporting an idea, answer, or opinion. One directive in Work Time A asks students to discuss ""why you think the sun will be at one corner of the page at the end of the story. What have you learned from the story so far that makes you think this might be the case?"" — this directs students to draw on specific parts of the text to support their prediction/idea. However, the lesson's primary focus is describing ending events and role-playing, and the remaining discussion prompts (e.g., ""What does the boy experience when the sun is setting?"") ask for answers without explicitly requiring students to cite or point to specific text parts as evidence. Because the text-referencing act appears only in one thin prompt rather than as a sustained or focal instructional activity, the clause is partially met.","Refer to parts of texts when supporting an idea, answer, or opinion. (I)",claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,scored on provided lesson text; likely understated pending the Read-aloud Guides.
G1M2U1L6,1.P.EICC.3.e,partial,99,False,,high,True,'What time of day do you think the end of the story takes place?' (at the end of the day) 'Where do you think the sun will be at the end of the story?' (at one corner of the page),"The make-predictions clause is partially met: before the close read-aloud of pages 21–26, students are invited to turn and talk to predict ""What time of day do you think the end of the story takes place?"" and ""Where do you think the sun will be at the end of the story?"" — these are forward-looking guesses about what comes next, and students respond with predictions (""at the end of the day""; ""at one corner of the page""). However, the predictions are narrow (two teacher-posed prediction questions on a single pre-reading turn-and-talk) rather than a substantive, instructionally-intended prediction activity, so the clause is partially met. The track-predictions clause is not met: there is no moment in the lesson where students return to their predictions during or after reading to confirm, revise, or track them against what actually happened in the text.",Make and track predictions about the events and information likely to come next. (I),claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,scored on provided lesson text; likely understated pending the Read-aloud Guides.
G1M2U1L6,1.T.SS.1.c,none,,False,,low,False,'At the end …',"The standard requires students to use transition words or phrases to sequence events and actions in their own construction (C). In Work Time C, students complete a response sheet with the sentence frame ""At the end …,"" which is a transition phrase used to sequence the ending events of Summer Sun Risin'. This shows the student writing with a transition phrase to order story events. However, the transition phrase is teacher-provided within a scaffolded frame, and only one such phrase is used in this lesson segment; there is no evidence of students independently selecting or deploying multiple transition words/phrases (e.g., ""once upon a time,"" ""next,"" ""last"") to sequence a full set of events and actions. Both clauses are therefore partially met — the student does use a transition phrase in writing, but the scope is narrow and scaffolded. [REJECTED: evidence missing or not found in lesson raw text]","Use transition words or phrases, such as once upon a time, next, and last to sequence events and actions. (C)",claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote NOT found in lesson raw text (possible fabrication),
G1M2U1L6,1.P.EICC.3.f,partial,99,True,partial-or-full — make/track/support compound: make is evidenced via the inference prompt; support is thinly evidenced by the 'what makes you think this' follow-up; track is absent.,low,True,"'Think back to what the boy and sun were doing at the beginning and middle of the story. With your partner, discuss why you think the sun will be at one corner of the page at the end of the story. What have you learned from the story so far that makes you think this might be the case?'","⚑ REVIEW: partial-or-full — The make-inferences clause is partially met: students are directed to infer why the sun will be at one corner of the page at the end of the story (""With your partner, discuss why you think the sun will be at one corner of the page at the end of the story. What have you learned from the story so far that makes you think this might be the case?""), but this targets a single inference rather than different levels of meaning. The support clause is thinly met by the follow-up asking students to draw on what they have learned from the story, though no explicit text-referencing act is required. The track-inferences clause (monitoring and adjusting inferences across the reading) is not met — there is no activity in which students revisit, confirm, or revise inferences during reading. Overall: partial, with the tracking sub-act absent and the make/support sub-acts only thinly evidenced.","Make, track, and support inferences about different levels of meaning within the text. (I)",claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,scored on provided lesson text; likely understated pending the Read-aloud Guides.
G1M2U1L6,1.T.T.1.b,none,,False,,high,True,,alignment=none,Identify a simple plot with a problem and solution. (I),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,scored on provided lesson text; likely understated pending the Read-aloud Guides.
G1M2U1L6,1.P.EICC.2.c,none,,False,,low,False,Work Time A Mini Language Dive: students respond to 'What does this verse mean?' and 'Now what do you think the verse means?' (Responses will vary); students explain the concept of sunset by interpreting the text.,All three clauses met. Work Time A has students explain concepts by interpreting: students respond to 'What does this verse mean?' and 'Now what do you think the verse means?' and explain the concept of sunset by interpreting the text. Students learn concepts by interpreting: students learn the concept of 'setting' (moving down) and respond to 'What does the boy experience when the sun is setting?' (The boy is reading a book with his dad and getting ready for bed). Work Time C has students construct texts to demonstrate understanding: 'students complete the Summer Sun Risin' response sheet by writing and drawing about the ending events of the story.' Full. [REJECTED: evidence missing or not found in lesson raw text],Explain and learn concepts and processes by interpreting and constructing texts. (I/C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,evidence quote NOT found in lesson raw text (possible fabrication),
G1M2U1L6,1.P.AC.1.b,none,,False,,high,True,,alignment=none,"Identify, apply, and analyze important, interesting, or effective uses of language, explaining or evaluating how specific word choices affect the target audience and support the text’s purpose. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,no evidence required for none,
G1M2U1L6,1.L.V.3.e,none,,False,,low,False,Work Time A: students use knowledge of the word relationship 'over + head' to understand 'overhead'; Closing A: students use the sentence frame 'When the sun is setting (the sun/the boy/I) _________.',"Work Time A has students use knowledge of word relationships: students use the relationship 'over + head' to understand 'overhead.' Closing A has students use learned vocabulary when making word choices in speaking: students use the sentence frame 'When the sun is setting (the sun/the boy/I) _________.' deploying learned vocabulary (setting, sunset, sun, boy). Both clauses met. Full. [REJECTED: evidence missing or not found in lesson raw text]",Use knowledge of word relationships and learned vocabulary words and phrases when making word choices in speaking and writing. (C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,evidence quote NOT found in lesson raw text (possible fabrication),
G1M2U1L6,1.P.CP.2.a,none,,False,,low,False,"Work Time A: 'Invite students to turn and talk to an elbow partner: What time of day do you think the end of the story takes place?'; 'Discuss with a partner what the boy and sun are doing using the frame: In the end, the boy is _____. The sun is _____.'","All three clauses met. Work Time A has students communicate ideas clearly when presenting to partners: 'Invite students to turn and talk to an elbow partner: What time of day do you think the end of the story takes place?' and 'Discuss with a partner what the boy and sun are doing using the frame: In the end, the boy is _____. The sun is _____.' Students express ideas clearly through speech: students respond (at the end of the day; at one corner of the page). Closing A has students present information in an organized manner using the sentence frame 'When the sun is setting (the sun/the boy/I) _________.' The manner-modifier principle applies: students genuinely present aloud to communicate ideas/information, so both the manner (clearly) and the act (present) are satisfied. Full. [REJECTED: evidence missing or not found in lesson raw text]","Communicate clearly to present ideas, information, and texts. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,True,evidence quote NOT found in lesson raw text (possible fabrication),
