rank,standard_code,standard_text
38,1.L.V.3.c,"Distinguish shades of meaning among verbs that describe the same general action (e.g., walk, march, strut, prance). (I)"
39,1.L.V.2.c,Construct words using frequently occurring roots words and inflectional endings. (C)
40,1.P.ST.2.b,"Draw from knowledge of author, audience, and context to discern and establish a clear point of view or unique perspective when interpreting and constructing texts. (I/C)"
41,1.L.V.3.b,Identify the relationship between words and their synonyms and antonyms. (I)
42,1.P.ST.2.c,"Draw from knowledge of how authors consider context and audience to determine which information and ideas to highlight, which text design is most accessible, which word choices and language structures are most effective, and which craft techniques are most impactful. (I/C)"
43,1.P.AC.2.b,"Craft words and phrases in order to influence the responses, thoughts, decisions, and questions of the target audience and achieve a specific purpose. (I/C)"
44,1.P.EICC.2.b,"Make use of texts to build knowledge, develop skills, make informed decisions, and share information and ideas. (I/C)"
45,1.T.SS.2.b,Use descriptive words to craft engaging texts. (C)
46,1.P.CP.2.d,Engage in dialogue with audiences by asking and answering questions. (I/C)
47,1.P.EICC.1.d,"Build a repertoire of comprehension and composition skills, strategies, and techniques, drawing from them as needed to aid the interpretation and construction of texts. (I/C)"
48,1.T.SS.2.a,Identify and explain the use of descriptive words in texts. (I)
49,1.P.EICC.3.a,"Establish a purpose and set goals for reading, monitor comprehension, and adjust as needed. (I)"
50,1.L.GC.1.8,Use adjectives and adverbs. (Continue)
