rank,standard_code,standard_text
38,1.P.EICC.1.a,"Generate, understand, monitor, and discuss personal and academic reading and writing goals, revising as appropriate. (I/C)"
39,1.L.V.2.a,"Identify frequently occurring root words (e.g., look) and inflectional endings used to form and comprehend new words (e.g., looks, looked, looking). (I)"
40,1.P.EICC.3.b,"Scan and skim the text, making note of structures and sections that might be most useful. (I)"
41,1.P.AC.1.c,"Explain, analyze, and evaluate how the author’s use of sentence structure and syntax affects the target audience and supports the text’s purpose. (I/C)"
42,1.L.V.1.a,"Acquire and apply general, academic, and specialized vocabulary words and phrases through grade-level texts and content. (I)"
43,1.P.ST.2.b,"Draw from knowledge of author, audience, and context to discern and establish a clear point of view or unique perspective when interpreting and constructing texts. (I/C)"
44,1.P.EICC.3.c,"Draw from, compare, build, and integrate prior knowledge with the material in the text, addressing inconsistencies or gaps and adding to knowledge repertoires as appropriate. (I)"
45,1.L.V.3.c,"Distinguish shades of meaning among verbs that describe the same general action (e.g., walk, march, strut, prance). (I)"
46,1.P.ST.2.c,"Draw from knowledge of how authors consider context and audience to determine which information and ideas to highlight, which text design is most accessible, which word choices and language structures are most effective, and which craft techniques are most impactful. (I/C)"
47,1.P.EICC.3.d,Summarize and visualize sections of the text to maintain understanding. (I)
48,1.P.EICC.2.d,Interpret and construct texts to aid the analysis and evaluation of texts and ideas. (I/C)
49,1.T.T.2.d,"Use knowledge of expository techniques to introduce a topic, supply facts about the topic, and provide a sense of closure. (C)"
50,1.T.T.3.c,"Use knowledge of opinion techniques to create opinion pieces that introduce the topic, state an opinion about the topic, and provides two or more reasons to support the opinion with linking words and and because. (C)"
