resource_id,standard_code,matched_status,needs_review,review_reason,confidence,grounded,evidence,evidence_page,rationale,standard_raw_text,judge_model,prompt_version,escalated,coverage_pass,rerank_score,rrf_score,dense_score,bm25_score,dense_rank,bm25_rank,grounding_note,input_scope_caveat
G1M2U1L15,1.P.CP.2.e,none,False,,high,True,,,alignment=none,Build background knowledge by reciting all or part of significant poems and speeches as appropriate by grade level. (I/C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.054642241448163986,0.1484881463762852,0.0,31.003063122384187,6,7,no evidence required for none,
G1M2U1L15,1.P.EICC.1.e,partial,False,,high,True,"Guide students through three rounds of the protocol, each time finding a new partner to answer one of the following questions: 'What are some ways that Kevin Henkes included the moon in his story Kitten's First Full Moon?' ... 'Why do you think Kevin Henkes wrote about the moon in this story?'",190,"The ""discuss texts"" clause is met: students engage in the Back-to-Back and Face-to-Face protocol, discussing Kitten's First Full Moon across three rounds with different partners (e.g., ""What are some ways that Kevin Henkes included the moon in his story?""). However, the remaining five clauses are not met. There is no activity in which students develop group norms, share their own individual writing with the group, listen to peers share writing, offer feedback on peers' writing, or respond to feedback on their own writing. The teacher offers feedback on student assessment work (""offer specific, positive feedback on their writing and drawing""), but students themselves never give or receive peer feedback. The label is partial because only one of six clauses is met.","Participate in a community of readers and writers by developing group norms, discussing texts, sharing individual writing, listening as others share their writing, and offering and responding to feedback. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.04945899546146393,0.1481448412698413,0.0,32.194174809354074,10,1,evidence quote found in lesson raw text,
G1M2U1L15,1.T.T.1.e,none,False,,high,True,,,alignment=none,"Use knowledge of narrative techniques (e.g., characters, settings, events) to create texts that share real or imagined experiences and events with a sense of closure. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.10149447619915009,0.14509959457077382,0.0,55.56888117930904,15,3,no evidence required for none,
G1M2U1L15,1.P.CP.1.d,partial,False,,high,True,Invite students to turn and talk with an elbow partner: 'What happened in the beginning of the story?',188,"The ""discuss topics"" clause is met: students engage in multiple turn-and-talk exchanges with elbow partners about the story's events (e.g., ""Invite students to turn and talk with an elbow partner: 'What happened in the beginning of the story?'""). The ""investigate questions"" clause is met: students use the Back-to-Back and Face-to-Face protocol across three rounds with different partners to investigate the guiding question about why Kevin Henkes wrote about the moon. The ""solve problems"" clause is not met — no collaborative problem-solving activity is present. The ""explore and create texts"" clause is not met — the assessment response sheets are completed individually, not collaboratively, and no collaborative text creation or exploration activity is present.","Work with others to discuss topics, investigate questions, solve problems, and explore and create texts. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.06983276456594467,0.14540797670639222,0.0,43.799162333537254,20,2,evidence quote found in lesson raw text,
G1M2U1L15,1.T.SS.1.c,none,False,,high,True,,,alignment=none,"Use transition words or phrases, such as once upon a time, next, and last to sequence events and actions. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.06209840252995491,0.14639412825979992,0.0,29.10574706741969,30,3,no evidence required for none,
G1M2U1L15,1.T.SS.1.b,none,False,,high,True,,,alignment=none,"Use text features (e.g., illustrations, page numbers, bold print, headings) to add clarity and meaning to texts. (C)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.05680268630385399,0.1463993639254884,0.0,22.383876993279884,3,6,no evidence required for none,
G1M2U1L15,1.T.T.1.c,none,False,,high,True,,,alignment=none,"Describe traits of the main characters and explain how their words and actions support the central message, lesson, or moral of the story. (I)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.10513734072446823,0.13871568436117615,0.0,111.78717459595762,18,1,no evidence required for none,
G1M2U1L15,1.T.RA.2.a,partial,False,,high,True,I noticed that Jeron and Elijah referred back to the Story Elements board while writing to make sure they were recalling the correct details from the story.,188,"The standard requires students to refer to parts of texts when supporting an idea, answer, or opinion. The lesson has students answer questions about the beginning, middle, and end of Kitten's First Full Moon and write/draw responses on assessment sheets. The teacher feedback line notes that students ""referred back to the Story Elements board while writing to make sure they were recalling the correct details from the story,"" indicating some student referencing behavior. However, students are directed to the Story Elements board (a classroom artifact summarizing the text) rather than to specific parts of the text itself (words, sentences, illustrations, pages). The act of referring to text parts to support an answer is present in a scoped-down form — students recall details with board support rather than citing the text directly — making this partially met.","Refer to parts of texts when supporting an idea, answer, or opinion. (I)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.09453660249710083,0.1377801425714139,0.0,73.16883663497647,27,1,evidence quote found in lesson raw text,
G1M2U1L15,1.T.C.1.a,partial,False,,high,True,'Why do you think Kevin Henkes wrote about the moon in this story?' (to imagine what the moon looks like to a kitten; to imagine what the kitten thinks when she looks at the moon),190,"The purpose clause is met: during Work Time B, students engage in the Back-to-Back and Face-to-Face protocol and answer ""'Why do you think Kevin Henkes wrote about the moon in this story?'"" with responses such as ""to imagine what the moon looks like to a kitten,"" which is the student identifying the general purpose of the text. The target audience clause is not met: no activity in the lesson asks students to identify or discuss who the intended audience of the text is. The alignment is partial because one clause is met and one is not.","Identify the general purpose (e.g., to tell stories, to provide information, to share opinions, to explain ideas) and target audience in a variety of texts. (I)",claude-opus-4-6,align_judge.assembled.v1,True,False,0.05297062546014786,0.14612433862433863,0.0,21.804778521505828,29,6,evidence quote found in lesson raw text,
G1M2U1L15,1.T.T.1.b,full,False,,high,True,Invite students to turn and talk with an elbow partner: 'What happened in the beginning of the story?' (Kitten wanted a bowl of milk.),188,"In Work Time A, students identify both the problem and solution in the plot of Kitten's First Full Moon. They discuss that in the beginning 'Kitten wanted a bowl of milk' (the problem) and at the end 'Kitten went back home. Kitten saw a bowl of milk on the porch and she drank from it' (the solution). Students turn and talk with partners and share out these plot elements to the whole group.",Identify a simple plot with a problem and solution. (I),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.06071610376238823,0.14315678524374176,0.0,37.85944788642521,35,2,evidence quote found in lesson raw text,
G1M2U1L15,1.T.SS.2.a,none,False,,high,True,,,alignment=none,Identify and explain the use of descriptive words in texts. (I),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.07089301943778992,0.13928034294472652,0.0,20.97462238572294,17,5,no evidence required for none,
G1M2U1L15,1.P.EICC.2.c,full,False,,high,True,Invite students to turn and talk with an elbow partner: 'What happened in the beginning of the story?' (Kitten wanted a bowl of milk.),188,"In Work Time A, students explain and learn concepts by interpreting and constructing texts. They interpret Kitten's First Full Moon to explain story events ('What happened in the beginning of the story?' Kitten wanted a bowl of milk) and learn the concept of story structure (beginning/middle/end). They construct texts by writing and drawing their answers on the assessment response sheet to demonstrate their understanding of these story structure concepts and the central message.",Explain and learn concepts and processes by interpreting and constructing texts. (I/C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.07663518190383911,0.13568140979894883,0.0,18.139315447588963,16,2,evidence quote found in lesson raw text,
G1M2U1L15,1.T.SS.2.b,none,False,,high,True,,,alignment=none,Use descriptive words to craft engaging texts. (C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.08235475420951843,0.13272876240775233,0.0,13.572265105994116,9,24,no evidence required for none,
G1M2U1L15,1.T.T.2.d,none,False,,high,True,,,alignment=none,"Use knowledge of expository techniques to introduce a topic, supply facts about the topic, and provide a sense of closure. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.1005958542227745,0.12643328893328895,0.0,22.333770391262888,60,6,no evidence required for none,
G1M2U1L15,1.P.EICC.3.b,none,False,,high,True,,,alignment=none,"Scan and skim the text, making note of structures and sections that might be most useful. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,0.06141228601336479,0.1354530841872614,0.0,20.44402690297639,22,5,no evidence required for none,
