resource_id,standard_code,matched_status,page,needs_review,review_reason,confidence,grounded,evidence,rationale,standard_raw_text,judge_model,prompt_version,escalated,coverage_pass,grounding_note,input_scope_caveat
G1M2U1L3,1.P.AC.1.a,partial,70,False,,high,True,'Who is the main character?' (the boy),"Students identify two literary elements — character and setting — by answering ""'Who is the main character?' (the boy)"" and ""'Where does the story take place?' (a farm)"" during turn-and-talk, and they apply that knowledge by writing and drawing about the main character and setting on the Summer Sun Risin' response sheet. These activities partially meet the identify and apply clauses for literary elements only. However, no activity asks students to analyze how those elements affect the audience or to explain/evaluate how elements support the text's purpose — those clauses are not met. The lesson's focus is on close-reading comprehension (asking and answering questions about key details), not on author's craft analysis.","Identify, apply, and analyze the literary, expository, and opinion (grades K-5) or rhetorical (grades 6-12) elements in texts, explaining or evaluating how specific elements affect the target audience and support the text’s purpose. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,
G1M2U1L3,1.T.SS.2.a,none,,False,,high,True,,alignment=none,Identify and explain the use of descriptive words in texts. (I),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,
G1M2U1L3,1.T.T.1.e,none,,False,,high,True,,alignment=none,"Use knowledge of narrative techniques (e.g., characters, settings, events) to create texts that share real or imagined experiences and events with a sense of closure. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,
G1M2U1L3,1.T.RA.2.a,full,68,False,,high,True,I can ask and answer questions about the boy and the sun in Summer Sun Risin' using key details from the text.,"The learning target directs students to 'ask and answer questions about the boy and the sun in Summer Sun Risin' using key details from the text' (Work Time B). The close read-aloud guide (referenced but not transcribed) structures this practice. The learning target is a student-directed imperative under the Directive/Elicitation Exception, and the lesson's focus on key details confirms students refer to parts of the text to support their answers → full.","Refer to parts of texts when supporting an idea, answer, or opinion. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,evidence quote found in lesson raw text,scored on provided lesson text; likely understated pending the Read-aloud Guides.
G1M2U1L3,1.P.EICC.1.e,partial,66,False,,high,True,"As needed, remind them to move safely and make space for everyone.","The resource partially meets 1.P.EICC.1.e. The ""discuss texts"" clause is met: students engage in total participation techniques and turn-and-talk discussions about the read-aloud texts, e.g., ""'What is the setting of a story?' (when and where a story takes place)"" and ""'What are some hand gestures, motions, or actions that could go along with these nouns and verbs in the song?'"" The ""develop group norms"" clause is only partially met — students are reminded of norms (""move safely and make space for everyone"") and follow established routines (thumbs-up readiness, cleanup signals), but they do not actively develop or co-create norms. The remaining four clauses — share individual writing, listen as others share writing, offer feedback, and respond to feedback — are not met. Students complete a response sheet independently, but it is collected by the teacher with no sharing, listening, or feedback cycle.","Participate in a community of readers and writers by developing group norms, discussing texts, sharing individual writing, listening as others share their writing, and offering and responding to feedback. (I/C)",claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,
G1M2U1L3,1.P.AC.2.d,none,,False,,high,True,,alignment=none,"Organize texts by incorporating specific formats, structures, patterns, and features to influence the audience, facilitate accessibility, and support the text’s purpose. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,
G1M2U1L3,1.T.T.2.b,none,,False,,high,True,,alignment=none,"Describe the connection between two individuals, events, ideas, or pieces of information in a text. (I)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,
G1M2U1L3,1.P.EICC.2.d,none,,False,,high,True,,alignment=none,Interpret and construct texts to aid the analysis and evaluation of texts and ideas. (I/C),claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,
G1M2U1L3,1.T.SS.1.c,none,,False,,high,True,,alignment=none,"Use transition words or phrases, such as once upon a time, next, and last to sequence events and actions. (C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,
G1M2U1L3,1.P.ST.2.c,none,,False,,high,True,,alignment=none,"Draw from knowledge of how authors consider context and audience to determine which information and ideas to highlight, which text design is most accessible, which word choices and language structures are most effective, and which craft techniques are most impactful. (I/C)",claude-sonnet-4-5,align_judge.assembled.batch.v1,False,False,no evidence required for none,
G1M2U1L3,1.P.CP.2.d,partial,68,False,,high,True,'What is the setting of a story?' (when and where a story takes place),"The answer clause is met: students answer multiple teacher-posed questions throughout the lesson in whole-group and partner dialogue, e.g., ""'What is the setting of a story?' (when and where a story takes place)"" and ""'Who is the main character?' (the boy)."" The engage-in-dialogue clause is met through these same turn-and-talk and total-participation exchanges. However, the ask clause is not met: at no point does the resource have students generate their own questions. The learning target states ""I can ask and answer questions,"" but every scripted question is posed by the teacher, and no activity directs students to formulate or pose a question themselves. The alignment is partial because the ask clause is unmet.",Engage in dialogue with audiences by asking and answering questions. (I/C),claude-opus-4-6,align_judge.assembled.v1,True,False,evidence quote found in lesson raw text,scored on provided lesson text; likely understated pending the Read-aloud Guides.
