rank,standard_code,standard_text
29,1.F.PA.5.a,"Blend onsets and rimes of spoken one-syllable words with blends, digraphs, and trigraphs in the initial and final positions."
30,1.P.ST.2.a,"Develop and apply knowledge of author, audience, and context to discern and establish the purpose of texts being interpreted or constructed and to evaluate the extent to which those texts achieve those purposes. (I/C)"
31,1.P.EICC.2.a,Share real or imagined experiences by interpreting and constructing texts that tell or include stories. (I/C)
32,1.P.AC.2.d,"Organize texts by incorporating specific formats, structures, patterns, and features to influence the audience, facilitate accessibility, and support the text’s purpose. (I/C)"
33,1.P.ST.2.b,"Draw from knowledge of author, audience, and context to discern and establish a clear point of view or unique perspective when interpreting and constructing texts. (I/C)"
34,1.P.EICC.3.e,Make and track predictions about the events and information likely to come next. (I)
35,1.L.V.3.e,Use knowledge of word relationships and learned vocabulary words and phrases when making word choices in speaking and writing. (C)
36,1.L.V.3.c,"Distinguish shades of meaning among verbs that describe the same general action (e.g., walk, march, strut, prance). (I)"
37,1.P.EICC.1.a,"Generate, understand, monitor, and discuss personal and academic reading and writing goals, revising as appropriate. (I/C)"
38,1.P.AC.2.c,Make decisions about sentence structure and syntax in order to accommodate and influence the audience and achieve a specific purpose. (I/C)
39,1.P.EICC.3.a,"Establish a purpose and set goals for reading, monitor comprehension, and adjust as needed. (I)"
40,1.T.RA.2.b,"Explore various sources of information, including print, digital, and personal communication. (I)"
41,1.L.GC.1.7,Use action verbs. (Master)
42,1.P.ST.2.c,"Draw from knowledge of how authors consider context and audience to determine which information and ideas to highlight, which text design is most accessible, which word choices and language structures are most effective, and which craft techniques are most impactful. (I/C)"
43,1.P.AC.2.a,"Integrate literary, expository, and opinion (grades K-5) or rhetorical (grades 6-12) elements to appeal to target audiences and achieve specific purposes. (I/C)"
44,1.L.GC.1.16,Use frequently occurring prepositions. (Introduce)
45,1.L.GC.1.6,"Form and use verbs by adding -ing, -ed, or -s. (Master)"
46,1.P.EICC.3.b,"Scan and skim the text, making note of structures and sections that might be most useful. (I)"
47,1.L.GC.1.8,Use adjectives and adverbs. (Continue)
48,1.P.AC.3.a,"Explore and create texts in various modes and genres, developing and applying knowledge of how specific features impact meaning, tone, style, purpose, and audience. (I/C)"
49,1.P.AC.3.d,"Consume and produce multimodal texts, integrating a variety of genres, text features, and craft techniques to influence target audiences and achieve specific purposes. (I/C)"
50,1.P.AC.3.c,Apply knowledge of how mode and genre impact how ideas and information are structured and arranged in texts. (I/C)
